300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,298.48502,399.98853,298.48502,399.98853,397.11008,491.49316,397.11008,491.49316,296.97003,499.97705
300.0,300.0,295.45923,399.89685,295.45923,399.89685,391.2694,494.3448,391.2694,494.3448,290.91843,499.7937
300.0,300.0,293.9505,399.81683,293.9505,399.81683,388.3228,495.7015,388.3228,495.7015,287.90097,499.6337
300.0,300.0,290.9464,399.5893,290.9464,399.5893,382.38757,498.27325,382.38757,498.27325,281.89282,499.17865
300.0,300.0,286.48868,399.083,286.48868,399.083,373.41156,501.769,373.41156,501.769,272.97736,498.16605
300.0,300.0,282.11145,398.387,282.11145,398.387,364.3988,504.8238,364.3988,504.8238,264.2229,496.774
300.0,300.0,275.05658,396.83917,275.05658,396.83917,349.44672,508.93784,349.44672,508.93784,250.11313,493.67834
300.0,300.0,270.99927,395.70242,270.99927,395.70242,340.60107,510.83536,340.60107,510.83536,241.9985,491.40488
300.0,300.0,265.82568,393.9793,265.82568,393.9793,329.0482,512.73505,329.0482,512.73505,231.65137,487.95868
300.0,300.0,262.13672,392.55466,262.13672,392.55466,320.6145,513.71716,320.6145,513.71716,224.2734,485.10938
300.0,300.0,258.61972,391.03662,258.61972,391.03662,312.41412,514.3499,312.41412,514.3499,217.23941,482.0733
300.0,300.0,255.27866,389.4427,255.27866,389.4427,304.47217,514.6625,304.47217,514.6625,210.55728,478.88547
300.0,300.0,252.1148,387.78955,252.1148,387.78955,296.80768,514.6853,296.80768,514.6853,204.22958,475.57913
300.0,300.0,248.16985,385.51978,248.16985,385.51978,287.04248,514.3177,287.04248,514.3177,196.33966,471.03958
300.0,300.0,244.52998,383.20502,244.52998,383.20502,277.812,513.5595,277.812,513.5595,189.05995,466.41006
300.0,300.0,241.99298,381.45663,241.99298,381.45663,271.24335,512.7746,271.24335,512.7746,183.98596,462.91333
300.0,300.0,239.61423,379.7092,239.61423,379.7092,264.9763,511.83322,264.9763,511.83322,179.22842,459.41846
300.0,300.0,236.67624,377.39572,236.67624,377.39572,257.08063,510.3756,257.08063,510.3756,173.35242,454.7915
300.0,300.0,234.63803,375.68228,234.63803,375.68228,251.49457,509.15833,251.49457,509.15833,169.27599,451.36462
300.0,300.0,232.73274,373.994,232.73274,373.994,246.18622,507.85587,246.18622,507.85587,165.46541,447.98804
300.0,300.0,229.8396,371.25665,229.8396,371.25665,237.9519,505.5481,237.9519,505.5481,159.67911,442.51337
300.0,300.0,228.75165,370.16882,228.75165,370.16882,234.79698,504.5692,234.79698,504.5692,157.5032,440.33777
300.0,300.0,228.22623,369.6313,228.22623,369.6313,233.26111,504.0733,233.26111,504.0733,156.45233,439.26266
300.0,300.0,227.71277,369.09808,227.71277,369.09808,231.75237,503.5737,231.75237,503.5737,155.42543,438.1963
300.0,300.0,227.71277,369.09808,227.71277,369.09808,231.75238,503.5737,231.75238,503.5737,155.42543,438.1963
300.0,300.0,227.71277,369.09808,227.71277,369.09808,231.75238,503.5737,231.75238,503.5737,155.42543,438.1963
300.0,300.0,227.71277,369.09808,227.71277,369.09808,231.75238,503.5737,231.75238,503.5737,155.42543,438.1963
